  0.01891  0.11773  0.05675
  0.03846  0.07228  0.02816
  0.03178  0.11266  4e-05
  0.12996  0.08674  0.03257
  0.09093  0.01134  0.11375
  0.09661  0.04876  0.10222
  0.03398  0.0703  0.10672
  0.02323  0.04813  0.12814
  0.04589  0.00925  0.02472
  0.11922  0.06847  0.08086
  0.12632  0.09479  0.0601
  0.06258  0.06502  0.06502
  0.00738  0.07925  0.00634
  0.03943  0.09147  0.06537
  0.00899  0.11922  0.01129
  0.08398  0.06391  0.04543
  0.11027  0.07286  0.11986
  0.09393  0.04056  0.0752
  0.0243  0.10959  0.0805
  0.03905  0.05939  0.08828
  0.04977  0.04658  0.11225
  0.0004  0.03284  0.04546
  0.09061  0.12622  0.05243
  0.09122  0.05923  0.13301
  0.08526  0.0997  0.05423
  0.08176  0.0813  1e-05
  0.11103  0.09376  0.08947
  0.10294  0.13406  0.03508
  0.06655  0.03585  0.09586
  0.00084  0.10258  0.02439
  0.06606  0.07353  0.03713
  0.08217  0.03968  0.12489
  0.07011  0.13187  0.088
  0.07268  0.00513  0.07345
  0.02397  0.00773  0.0071
  0.10242  0.09644  0.03214
  0.02721  0.05053  0.05628
  0.12784  0.12518  0.07702
  0.12188  0.11235  0.01045
  0.06819  0.06569  0.08629
  0.01106  0.02479  0.08378
  0.13204  0.01779  0.12536
  0.12758  0.06041  0.05477
  0.04585  0.06848  0.00155
  0.08517  0.11515  0.07415
  0.05029  0.04604  0.03538
  0.05666  0.10668  0.07784
  0.0573  0.1194  0.02699
  0.00171  0.06414  0.11848
  0.01317  -0  0.03657
  0.00741  0.04506  0.06419
  0.13304  0.06726  0.10494
  0.04286  0.01616  0.12418
  0.08359  0.04168  2e-05
  0.02107  0.10314  0.03302
  0.12812  0.02881  0.04671
  0.01268  0.06626  0.08679
  0.02822  0.09874  0.11921
  0.11024  0.01654  0.00168
  0.06763  0.01492  0.10253
  0.01333  0.08568  0.06538
  0.1146  0.1252  0.11996
  0.05045  0.12395  0.00283
  0.08789  0.07663  0.09622
  0.02511  0.0077  0.10079
  0.03614  0.0167  0.04334
  0.01924  0.12475  0.09558
  0.09696  0.09843  0.12835
  0.06071  0.0327  0.00323
  0.05665  0.11419  0.11985
  0.06891  0.04661  0.02181
  0.08454  0.12944  0.11906
  0.10564  0.0244  0.10291
  0.06009  0.08855  0.09866
  0.03679  0.13118  0.07433
  0.07043  0.08377  0.07337
  0.04586  0.01016  0.0748
  0.01016  0.00939  0.06459
  0.09195  0.02527  0.02328
  0.05914  0.0344  0.06161
  0.10464  0.09103  0.05994
  0.11629  0.00775  0.03192
  0.11717  0.01245  0.08849
  0.0602  0.08561  0.00038
  0.08184  0.03512  0.05323
  -4e-05  0.09957  0.09507
  0.08247  0.1035  0.02614
  0.00968  0.06517  0.03111
  0.11862  0.00534  0.06412
  0.1175  0.12679  0.09638
  0.05541  0.00686  0.05526
  0.0271  0.0913  0.01509
  0.05398  0.10981  0.04826
  0.03971  0.07592  0.04982
  0.00619  0.023  0.12454
  0.08672  0.10498  0.10603
  0.10796  0.07019  0.01018
  0.03999  0.03328  0.07631
  0.10644  0.05281  0.02661
  0.02755  0.12696  0.12606
