  0.02751  0.11884  0.05218
  0.01717  0.10809  0.05641
  0.02959  0.07138  0.02409
  0.04369  0.07732  0.02157
  0.02859  0.12179  0.00164
  0.02367  0.10716  0.00024
  0.12931  0.07713  0.03074
  0.12705  0.09102  0.02425
  0.08254  0.01282  0.11858
  0.08848  0.00545  0.10632
  0.09254  0.05642  0.10678
  0.10605  0.05123  0.10123
  0.04268  0.07408  0.10425
  0.03154  0.07494  0.115
  0.03091  0.05087  0.13359
  0.01789  0.04248  0.1341
  0.04535  0.01618  0.01782
  0.05195  0.00252  0.02097
  0.11103  0.07229  0.08463
  0.11955  0.07192  0.07169
  0.13406  0.10073  0.06102
  0.1302  0.08593  0.0585
  0.06015  0.07166  0.05824
  0.05399  0.06166  0.06836
  0.00232  0.08763  0.00683
  0.00055  0.07223  0.00671
  0.03807  0.09662  0.05714
  0.04911  0.08997  0.06576
  0.0103  0.12892  0.01181
  -2e-05  0.11816  0.00759
  0.08291  0.07173  0.05124
  0.09286  0.0604  0.04765
  0.11634  0.07184  0.12749
  0.11339  0.08095  0.11531
  0.08434  0.03858  0.07482
  0.09445  0.04938  0.07943
  0.02924  0.10652  0.08839
  0.03103  0.10998  0.07339
  0.03182  0.05399  0.09211
  0.03458  0.06743  0.08491
  0.04024  0.04426  0.11232
  0.05434  0.03821  0.11452
  0.00854  0.03293  0.03999
  2e-05  0.02376  0.04913
  0.09718  0.11898  0.05317
  0.08192  0.12171  0.05276
  0.0907  0.06896  0.1341
  0.10082  0.05727  0.13304
  0.07552  0.10074  0.0546
  0.08676  0.09304  0.04721
  0.08086  0.07241  0.00403
  0.08498  0.08698  0.00731
  0.11962  0.09429  0.09415
  0.11123  0.10124  0.08313
  0.10321  0.12522  0.03086
  0.11032  0.13393  0.04154
  0.06049  0.04022  0.08952
  0.07167  0.0432  0.09984
  -1e-05  0.09529  0.03089
  0.00066  0.11074  0.02981
  0.06598  0.08285  0.04017
  0.07149  0.07365  0.02898
  0.08314  0.03472  0.1165
  0.09023  0.03746  0.13
  0.06732  0.13411  0.07888
  0.07963  0.13417  0.08829
  0.08108  8e-05  0.0736
  0.07546  0.0145  0.07269
  0.0269  0.00331  0.01534
  0.02159  0.00038  0.00108
  0.1061  0.08761  0.03003
  0.11029  0.10222  0.03308
  0.02968  0.05521  0.06454
  0.03186  0.04193  0.05685
  0.1341  0.11778  0.07844
  0.11946  0.12085  0.07439
  0.11652  0.10415  0.01008
  0.11955  0.11641  0.01906
  0.07258  0.05752  0.08312
  0.06095  0.0625  0.09207
  0.01686  0.03246  0.08563
  0.00221  0.02871  0.08222
  0.13294  0.02657  0.12962
  0.12257  0.0155  0.12644
  0.13403  0.05564  0.04914
  0.12176  0.06508  0.04841
  0.03655  0.06639  0.00382
  0.05002  0.05975  -3e-05
  0.09178  0.12239  0.07423
  0.09052  0.10694  0.07433
  0.05494  0.05453  0.03688
  0.0408  0.04821  0.0365
  0.06423  0.11166  0.08158
  0.05099  0.10465  0.08557
  0.0626  0.11233  0.02276
  0.04799  0.11674  0.02547
  0.00432  0.0547  0.11903
  0.0066  0.06846  0.12579
  0.00644  0.00375  0.04262
  0.00896  0.00032  0.02772
  0.01181  0.03631  0.06394
  0.01023  0.04899  0.07272
  0.13111  0.07653  0.1024
  0.13356  0.06244  0.09641
  0.03545  0.02211  0.12177
  0.04566  0.01922  0.13307
  0.0828  0.03201  0.00142
  0.08892  0.04484  0.00761
  0.0282  0.10981  0.03213
  0.02555  0.09523  0.03667
  0.13365  0.02975  0.03868
  0.13275  0.03412  0.05352
  0.00326  0.0654  0.08932
  0.01402  0.07588  0.0855
  0.0196  0.09781  0.11465
  0.02596  0.09889  0.12874
  0.10247  0.02228  4e-05
  0.11797  0.02242  0.00035
  0.06661  0.01403  0.09282
  0.05851  0.0142  0.10604
  0.00912  0.07722  0.06278
  0.00595  0.09116  0.06878
  0.10582  0.12209  0.11693
  0.1129  0.1341  0.12371
  0.0535  0.11463  0.00286
  0.05867  0.12923  0.00209
  0.08953  0.07029  0.08892
  0.09669  0.078  0.1003
  0.01587  0.0109  0.10014
  0.0305  0.01499  0.09706
  0.03661  0.0264  0.04201
  0.02671  0.01495  0.04535
  0.01077  0.12001  0.09699
  0.02288  0.12598  0.10459
  0.09887  0.08905  0.13041
  0.10531  0.10315  0.13038
  0.06337  0.02578  0.00964
  0.05094  0.03208  0.00286
  0.0496  0.11939  0.11547
  0.05184  0.10776  0.12546
  0.07617  0.05293  0.02365
  0.06309  0.05132  0.01548
  0.08032  0.12079  0.12088
  0.08141  0.13187  0.1101
  0.10582  0.03014  0.09497
  0.10758  0.03046  0.11037
  0.05679  0.08404  0.09061
  0.06758  0.083  0.10169
  0.03687  0.13409  0.06497
  0.02806  0.13407  0.07773
  0.07363  0.09287  0.07509
  0.07857  0.07857  0.07174
  0.05366  0.01608  0.07515
  0.04656  0.00469  0.0829
  0.01273  1e-05  0.06337
  0.01864  0.01407  0.06612
  0.09872  0.01844  0.02138
